store_name,city_name,full_address,Coordinates(Longtude/Latitude),phone_no,store_timing
 Vishal Mega Mart ,Central Delhi," Shop No 10209, 10210, Padam Singh Road, Near Pizza Hut, Karol Bagh, Central Delhi, Delhi 110005","28.648012,77.190996",0721 7887 958 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South Delhi," Khirki Extension, Near Sant Nirankari Public School, Malviya Nagar, South Delhi, Delhi 110017","28.5346856,77.2185205",0995 3586 868 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Main Market Rajouri Garden, Block H, H2, Rajouri Garden, West Delhi, Delhi 110027","28.6424381,77.1231081",0846 7004 041 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North East Delhi," Bholanath Nagar Main Road, Bholanath Nagar, Near Ramleela Maidan, Shahadra, North East Delhi, Delhi 110032","28.6666937,77.286952",0728 9901 351 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South Delhi," MCD No 1679, E/1,d/1,2/1679, Khasra No 19 Galli 19, Govindpuri Extension, Govindpuri, South Delhi, Delhi 110019","28.5341443,77.2598518",0721 7887 898 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,East Delhi," Main Road, Khichripur Village, Opposite Syndicate Bank, Kalyan Puri, East Delhi, Delhi 110091","28.6200336,77.3141057",0721 7888 084 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," Red Lights Crossings, Mahipalpur, South West Delhi, Delhi 110037","28.5464968,77.1248465",0721 7888 392 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North East Delhi," Shop No C-426, 100 Feet Road, Chhajju Colony, Durgapuri Chowk, Shahdara, North East Delhi, Delhi 110032","28.6892564,77.2873552",0721 7888 295 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," Palam Sagarpur Road, Block F, Sadh Nagar 2, Sagarpur Delhi, Near Canara Bank, Manglapuri, South West Delhi, Delhi 110045","28.5930974,77.0948611",0931 1713 421 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Shop No 1/1 Ground Floor, Block 1, Mall Road, Tilak Nagar, West Delhi, Delhi 110018","28.636198,77.0940125",0721 7888 393 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South Delhi," Khasra No 436, 437, Deoli Roadm Khanpur, Khanpur, South Delhi, Delhi 110062","28.5124855,77.2325939",0721 7888 298 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," KD Plaza, Ignou Road, Neb Sarai, Neb Sarai, South West Delhi, Delhi 110068","28.510246,77.201534",0828 7902 906 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North West Delhi," Shop No FD-7, Near Pitampura Metro Station, Pitampura, North West Delhi, Delhi 110034","28.7029413,77.1331552",0721 7888 317 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," Khasra No 75 Mahavir Enclave Part-1 D-2 Block, Tehsil, Nasirpur Road, Dwarka, Near HDFC Bank, Mahavir Enclave, South West Delhi, Delhi 110045","28.5988792,77.0817318",0721 7887 902 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Ground Floor, Ansal Plaza, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh 201010","28.644719,77.3328012",0721 7888 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," 100 Feet Road, Near Nathu Sweets, Chattarpur, South West Delhi, Delhi 110074","28.5009246,77.1857872",0817 8807 035 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," 60 Feet Bindapur Road, Mahavir Enclave Part 3, Near Power House, Mahavir Enclave, West Delhi, Delhi 110059","28.60444,77.06863",0888 2646 888 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,South West Delhi," Ramphal Chowk, Sectore 7, Dwarka, Palam, South West Delhi, Delhi 110075","28.5848575,77.0716569",0721 7888 294 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Shop No C-24, Shiksha Sadan, Vikash Puri, West Delhi, Delhi 110018","28.6348941,77.0691294",0721 7888 063 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North West Delhi," Karawal Nagar Main Road, Near Shiv Vihar Tiraha, Karawal Nagar, North West Delhi, Delhi 110081","28.7246615,77.2761025",0870 0277 434 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Plot No 367, 72A Road, Khora Road, Deepak Vihar, Ghaziabad, Uttar Pradesh 200301","28.6107789,77.3542369",0721 7887 894 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South Delhi," Mehrauli-Badarpur Road, Near Lal Kaun Bus Stand, Pul Pahladpur, South Delhi, Delhi 110044","28.5023145,77.2840019",0888 2462 783 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," 50 Feet Road, Nihal Vihar, Adjacent Rajindra PubLIC School, Nangloi, West Delhi, Delhi 110041","28.6687973,77.0747393",0931 1000 050 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North Delhi," 100 Feet Road, Main Sant Nagar, Opposite Bhagat Colony Gate, Burari, North Delhi, Delhi 110084","28.7439774,77.197884",0721 7887 901 ,07:00 AM to 07:00 PM
 Vishal Mega Mart ,North West Delhi," Khasra No 350-361 to 361 Min, Mangol Pur, North West Delhi, Delhi 110083","28.6925633,77.0890028",0721 7887 900 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Shop No G-1/156, Najafgarh Road, Opposite Metro Pillar No 677, Uttam Nagar, West Delhi, Delhi 110059","28.6225623,77.0584314",0721 7888 387 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Main Rohtak, Opposite to BSES Office, Nangloi, West Delhi, Delhi 110041","28.681941,77.0704433",0721 7888 318 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Shakti Khand 2, Adjacent to Cambridge School Gate No 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014","28.6466952,77.3638127",0821 8442 899 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," CH Nanda Singh Marg, Amberhai Village, Dwarka Sector 19, Near Vardhman Mall, Dwarka, South West Delhi, Delhi 110075","28.5772616,77.0500768",0782 7994 895 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Floor No 27, Sector-5, Sahibabad Rajendra Nagara, Sahibabad Industrial Area, Ghaziabad, Uttar Pradesh 201005","28.6779829,77.3572341",0721 7887 980 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North Delhi," Garg Trade Centre, Sector - 11, Rohini, North Delhi, Delhi 110085","28.734484,77.11393",0721 7888 090 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South Delhi," Allahabad Bank, Jaitpur Road, Near LUV Kush Chowk, Badarpur, South Delhi, Delhi 110044","28.5048186,77.3211839",0721 7887 904 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," Sec 65-66 Dividing Road, Mamura, Sec- 66 Noida, Near Power Station, Noida, Gautam Buddha Nagar, Uttar Pradesh 201301","28.6094196,77.3777173",0931 5466 990 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurugram," Plot No 420, Old Delhi-Gurgaon Road, Dundahera Village, Sector 20, Gurugram, Haryana 122016","28.5132204,77.0759632",0721 7888 047 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North West Delhi," 40 Feet Road, Near RC Plaza, Kirari, North West Delhi, Delhi 110086","28.6959343,77.0583041",0817 8024 069 ,09:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," Sector 49 Barola Village, Link Road, Near Sector 78 Metro Statio, Noida, Gautam Buddha Nagar, Uttar Pradesh 201303","28.5557219,77.3775034",0931 5913 438 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,West Delhi," Najafgarh Road, Opposite Metro Pillar 803, Kakrola More, West Delhi, Delhi 110059","28.6194177,77.0264627",0999 9318 647 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Plot No 12-14, Ksn Square, Sector 3, Near Beta Corporate Tower, Vasundhara, Ghaziabad, Uttar Pradesh 201012","28.666696,77.382742",0721 7888 239 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," RR Shopix Gejha Road, Sector 110, Near Bhangel Police Chowki, Noida, Gautam Buddha Nagar, Uttar Pradesh 201304","28.5402641,77.3875168",0721 7888 365 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," Charamandi, Near Hanuman Mandir, Nazafgarh, South West Delhi, Delhi 110043","28.6126577,76.9893686",0721 7888 291 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Faridabad," Pristine Mall N Multiplex, Hsiidc Internal Road Huda Market Inder Colony, Sector 31, Faridabad, Haryana 121003","28.4453055,77.3156667",0721 7888 138 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,South West Delhi," New Roshanpura-Gurgaon Road, Near Roashanpura Bus Stand (Najafgarh), Najafgarh, South West Delhi, Delhi 110043","28.6061384,76.9863519",0935 4938 579 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurugram," Shop No 9, 10, 11, 12, Old Delhi, Gurgaon Road, Near Payal Cinema, Sector 14, Gurugram, Haryana 122001","28.4780259,77.0467086",0721 7888 059 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Lower Ground Floor, LA Gracia, Crossings Republik, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201016","28.6319465,77.4343989",0721 7888 278 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," GT Road, Model Town, Gandhi Nagar, Model Town, Near Tehsil, Daulatpura, Ghaziabad, Uttar Pradesh 201001","28.6526536,77.4383855",0987 1810 373 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Vvip Style Mall, Nh 58 Bypass, Raj Nagar Extn, Ghaziabad, Uttar Pradesh 201017","28.6970575,77.4290388",0721 7888 241 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurugram," Railway Station Road, Daultabadh Mor, Laxman Vihar Industrial Area, Adjacent Bharat Petrom Pump, Sector 3a, Gurugram, Haryana 122001","28.4846478,77.0126221",0931 1713 417 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Shop No 6/3, South Side Silver City Multiplex, Grand Trunk Road, Sector 13, Lal Kuan, Ghaziabad, Uttar Pradesh 201001","28.6392689,77.4564085",0721 7887 989 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Plot No 16, Block P, Duplex Flats, Sector 23, Sanjay Nagar, Shastri Nagar, Ghaziabad, Uttar Pradesh 201002","28.6865059,77.4523322",0721 7888 177 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurugram," Khandsa Road, Near Sunrise Hospital, Sector 10A, Gurugram, Haryana 122021","28.4431419,77.0109031",0721 7888 400 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Faridabad," House No 1, Shop No C-52, 1C-51 and 1-C77, New Industrial Town, Faridabad, Haryana 121001","28.3821389,77.3029744",0721 7888 045 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," Khata No 425, Khasra No 18K, Surajpur Dadri Raod, Near HDFC Bank, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh 201306","28.5153703,77.4719764",0828 7515 543 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Shop No 22, Block I, Block E, Main Shatabdipuram Road, Shatabdi Puram, Govindpuram, Ghaziabad, Uttar Pradesh 201013","28.6923106,77.4920757",0767 8272 443 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurugram," Khasra No 95/13, Village-Badshahpur, Tehsil, Gurugram, Haryana 122101","28.3902769,77.0499765",0721 7887 910 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,North West Delhi," Main Safiabad Road, Beside JS Automobiles, Narela, North West Delhi, Delhi 110040","28.8567693,77.0884744",0721 7888 389 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," Basement 1, Omaxe Mall, Connaught Place, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh 201310","28.4884283,,77.5139285",0783 8025 797 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gautam Buddha Nagar," GB Nagar, Ram Vatika Colony, Near Bhagwati Nursing Home, Dadri, Gautam Buddha Nagar, Uttar Pradesh 203207","28.5470339,77.5455674",0888 2206 955 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jhajjar," Jhajjar Road, Near Old Bus Stand, Daboda Khurd, Jhajjar, Haryana 124507","28.6636144,76.8300642",0721 7888 342 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurgaon," Kasan Road, Near Manesar Bus Stand, Manesar, Gurgaon, Haryana 122051","28.3552284,76.935666",0965 4282 143 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurgaon," Alwar Road, Near Bus Stop, Gahlot Vihar, Adjacent Indian Bank, Sohna, Gurgaon, Haryana 122103","28.2437604,77.0721544",0971 7516 236 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sonipat," Shop No 20R, 20I, 207R, Atlas Road, Model Town, Sonipat, Haryana 131001","28.9878717,77.0206877",0721 7887 915 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Shop No 817/165, Santpura, Opp Govindpuri Police Chowki, Modinagar, Ghaziabad, Uttar Pradesh 201201","28.8555308,77.5903069",0721 7888 191 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurgaon," Hailey Mandi Road, Opposite SBI Bank, Pataudi, Gurgaon, Haryana 122503","28.3302765,76.7761547",0830 7459 243 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Faridabad," Railway Road, Minar Gate Area, Near Minar Gate, Palwal, Faridabad, Haryana 121102","28.1424441,77.3277453",0721 7888 343 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bagpat," RK Plaza, Patti Mehar Badoli Road, Baraut, Bagpat, Uttar Pradesh 250611","29.0978979,77.2599145",0828 7515 535 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Ghaziabad," Free Ganj Road, Opposite Smt Kamla Agarwal PubLIC School, Hapur, Ghaziabad, Uttar Pradesh 245101","28.7347263,77.7748391",0721 7642 215 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Alwar," Lower Ground Floor, V Square Mall, Near Genesis Mall, Bhiwadi, Alwar, Rajasthan 301019","28.1943802,76.8124572",0931 5913 445 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Meerut," Shop No 1372-A, Dreemz, Garh Road, Opposite Hotel Samrat Heavens, Tejgarhi, Meerut, Uttar Pradesh 250004","28.9673879,77.7291686",0721 7887 990 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Meerut," CCS University Road, Apex Tower, Mangal Pandey Nagar, Meerut, Uttar Pradesh 250004","28.968205,77.7366167",0870 0280 140 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Meerut," Sardhana Road, Kankarkhera, Near Shiv Chowk, Shradhapuri Phase 1, Meerut, Uttar Pradesh 250001","29.0257769,77.6855575",0725 3000 600 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bulandshahr," Building No 540, Ward No 21, Lalla Babu Chauraha, Raje Babu Road, Laxmi Nagar, Bulandshahr, Uttar Pradesh 203001","28.4014288,77.8495292",0721 7888 481 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rohtak," Shop No 136/22, D S Plaza, Sonipat Road, Vikas Nagar, Rohtak, Haryana 124001","28.8961899,76.6023594",0721 7887 919 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Meerut," CP Pocket, Radha Garden, Near LIMT Collage, Ganga Nagar, Meerut, Uttar Pradesh 250001","29.00149,77.7583263",0931 5913 440 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Meerut," Plot No C-10, C-11 and C12, Pocket-J, Pallavpuram Phase-1, Pallavpuram, Meerut, Uttar Pradesh 250001","29.0583578,77.7087215",0971 8727 052 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rewari," SCO No 121, 121-A and 122, Brass Market, Rewari, Haryana 123401","28.1909479,76.6123566",0124 4555 100 ,09:00 AM to 06:30 PM
 Vishal Mega Mart ,Bulandshahr," AT Hotel, Vinayak, Old Gt Road, Khurja, Bulandshahr, Uttar Pradesh 203131","28.2380585,77.8640196",0859 5917 998 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Panipat," GGS Complex, Near Anaj Mandi, GT Road, Opposite Raj Overseas, Krishanpura, Panipat, Haryana 132103","29.3670897,76.9760097",0931 5478 947 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Muzaffarnagar," Muzaffar Nagar Road, Near Saharanpur Tiraha, Shamli, Muzaffarnagar, Uttar Pradesh 247776","29.4546888,77.326382",0859 5939 577 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Bhiwani," Shop No Y-1609, Bhiwani - Hansi Road, Vijay Nagar, Bhiwani, Haryana 127021","28.80154,76.1343317",0721 7888 044 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Muzaffarnagar," Grand Plaza, Ground Floor, Bhopa Road, Dwarika Puri, Muzaffarnagar, Uttar Pradesh 251001","29.4731348,77.7150733",0721 7887 943 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Aligarh," GT Road, Hari Vilas Nagar, Joshi Park, Industrial Estate, Aligarh, Uttar Pradesh 202001","27.9003917,78.0557786",0782 7027 513 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Aligarh," Sodhi&#39;s Complex-2, Ramghat Road, Kishan Pur Tiraha, Begpur, Aligarh, Uttar Pradesh 202001","27.8959912,78.0905028",0721 7887 976 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Aligarh," Etah Chungi, Near Vaishno Dham Colony, Dhanipur, Aligarh, Uttar Pradesh 202002","27.8741623,78.0980896",0730 0659 641 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Karnal," Shop No 551, Plot, No 8, Kunjpura Road, Avtar Colony, Karnal, Haryana 132022","29.6916498,76.9929225",0721 7888 051 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Bijnor," Neel Kamal Road, Punjabi Colony, Near Srs Cinema Civil Lines, Bukhara, Bijnor, Uttar Pradesh 246701","29.3737324,78.1406874",0914 9255 958 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Mainpuri," Krishna Complex Joya Road 1255, Mauja Auden Padariya, Amroha, Mainpuri, Uttar Pradesh 205001","28.8840059,78.4701904",0896 0902 937 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Alwar," Krishna Trade Tower, Jai Marg, Near Aravali Toyota Showroom, Lajpat Nagar, Alwar, Rajasthan 301001","27.5673218,76.6188759",0935 4575 134 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mathura," Killa No 26/2-26/4, Khasra No 369, Krishna Nagar, Mathura, Uttar Pradesh 281001","27.5012791,77.6561006",0721 7888 175 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Mathura," SBI Chowk, Hathras - Mathura Road, Near SBI Circle, Dampier Nagar, Mathura, Uttar Pradesh 281001","27.4893061,77.6793807",0928 9293 682 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Moradabad," Moradabad Road, Begum Sarai, Near SDM Court, Sambhal, Moradabad, Uttar Pradesh 244302","28.5872213,78.579052",0931 1955 757 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Moradabad," Madhubani Complex, Himgiri Colony Road, Adarsh Colony, Moradabad, Uttar Pradesh 244001","28.8643041,78.7488163",0999 7684 079 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Saharanpur," Shop No 2A/28, Banka Complex, Court Road, Mission Compound, Saharanpur, Uttar Pradesh 247001","29.9574023,77.5465751",0721 7888 242 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Hisar," Suncity Mall, Delhi Road, Industrial Area, Hisar, Haryana 125001","29.1333637,75.75159",0721 7888 140 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Saharanpur," Ambala Road, Near Thana Qutubsher, Subhash Nagar, Saharanpur, Uttar Pradesh 247001","29.9668405,77.5410142",0892 0464 884 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Moradabad," Railway Road, Mahavir Chowk, Opposite Sale Tax Office, Chandausi, Moradabad, Uttar Pradesh 244412","28.455746,78.777822",0989 7384 994 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Bijnor," Jalalabad Road, Opposite Krishna Nursing Home, Najibabad, Bijnor, Uttar Pradesh 246763","29.6029515,78.3286263",0969 5884 770 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Kurukshetra," Arora Palace, Near New Bus Stand, Dd Colony, Kurukshetra, Haryana 136118","29.9739894,76.8633556",0721 7888 345 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Haridwar," Shop No 39/343, Civil Lines, National Highway 73, Near BSNL Office, Roorkee, Haridwar, Uttarakhand 247667","29.8742655,77.8937398",0721 7888 017 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Etah," SB Plaza, Main Market, Nadrai Gate, Kasganj, Etah, Uttar Pradesh 207123","27.8069995,78.6448552",0124 4555 100 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Haridwar," Old Ranipur More, Adjacent Aakash Institute, Vikas Colony, Govindpuri, Devpura, Haridwar, Uttarakhand 249401","29.936666,78.140083",0931 1955 760 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Gurgaon," Civil Lines Road, Near Town Hall, Jagadhri, Gurgaon, Haryana 122003","30.1678607,77.2992166",0836 0385 845 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Agra," Shop No 15, Sikandra-Bodla Road, Sector 9, Sulabh Puram Colony, Near Kargil Petrol Pump, Lohamandi, Agra, Uttar Pradesh 282007","27.2018076,77.9538678",0859 5918 012 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Agra," Gate No 537-538, Bhagwan Talkies Crossing, Sanjay Nagar, Pashupati Colony, Near Tulsi Cinema, Khandari, Agra, Uttar Pradesh 282005","27.2111807,78.0018939",0721 7888 104 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Rampur," Kothi Khas Bagh Road, Opposite ICICI Bank, Gayatri Puram Colony, Rampur, Uttar Pradesh 244901","28.7945636,79.0171931",0721 7887 945 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Pauri Garhwal," Devi Road, Opposite Hp Petrol Pump, Kotdwar, Pauri Garhwal, Uttarakhand 246149","29.7436585,78.5129932",0995 3471 046 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Agra," Shop No 25/26, 1-2, Fatehabad Road, Tajganj, Near Shanti Manglik Hospital, Rakabganj, Agra, Uttar Pradesh 282001","27.1574341,78.0550065",0721 7888 167 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Udham Singh Nagar," SRS Mall, Ground Floor, Ratan Cinema Road, Kashipur, Udham Singh Nagar, Uttarakhand 244713","29.213237,78.959941",0721 7888 158 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Ambala," Shop No 167, Palledar Mohalla, Rai Market Road, Football Chowk, Vijay Ratan Chownk, Sadar Bazar, Oppostite Rama Building, Ambala Cantt, Ambala, Haryana 133001","30.3396613,76.8386234",0701 5672 032 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dehradun," Dehradun Road, Adarsh Gram, Near TVS Showroom, Rishikesh, Dehradun, Uttarakhand 249201","30.1153623,78.2900273",0971 1836 121 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Budaun," Indra Chowk, Civil Lines, Opposite ICICI Bank, Arifpur Nawada, Budaun, Uttar Pradesh 243601","28.0304,79.13243",0701 7571 619 ,09:00 AM to 10:00 PM
 Vishal Mega Mart ,Ambala," Jaggi Complex, Model Town Crossing, RTC Bus Stand, Near HDFC Bank, Prem Nagar, Ambala, Haryana 134003","30.3678469,76.7875416",0782 7940 205 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Firozabad," Station Road, Islam Ganj, Suhag Nagar, Firozabad, Uttar Pradesh 283203","27.153102,78.3903342",0721 7888 477 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dehradun," Jogiwala, Shastri Nagar, Opposite Kailash Hospital, Ajabpur Kalan, Dehradun, Uttarakhand 248001","30.2884866,78.0629267",0931 1956 924 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dehradun," Bharat Square, Near Lal Pul, Shakti Enclave, Opposite Doon Castle Dehradun, Patel Nagar, Dehradun, Uttarakhand 248001","30.3071464,78.0151706",0124 4555 100 ,08:00 AM to 11:00 PM (Closing Soon) 
 Vishal Mega Mart ,Dehradun," Chakrata Road, Near Nanda Ki Chowki, Prem Nagar, Dehradun, Uttarakhand 248035","30.3433383,77.9540344",0721 7887 944 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sirmaur," Shamsherpur, Near ITI College, Ponta Sahib, Sirmaur, Himachal Pradesh 173025","30.4412414,77.612219",0721 7888 311 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Patiala," SCO 101 and 102, Leela Bhawan, Ajit Nagar, Patiala, Punjab 147001","30.3348636,76.3836885",0721 7887 968 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Dehradun," Shop No 52A and 52B, Rajpur Road, Dilaram Bazar, Chironwali, Dehradun, Uttarakhand 248001","30.3368254,78.0565647",0721 7888 275 ,08:00 AM to 11:00 PM (Closing Soon) 
 Vishal Mega Mart ,Shikohabad," Shop No 843 K, Moja Mohamdabad URF, Station Road, Opposite Sagar Enclave Colony, Brij Enclave Colony, Shikohabad, Uttar Pradesh 205135","27.0954669,78.579828",0828 7515 546 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Udham Singh Nagar," Sgad Complex, Bareilly - Nainital Road, Civil Lines, Rudrapur, Udham Singh Nagar, Uttarakhand 263153","28.9819751,79.3992485",0721 7888 274 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Bareilly," Shop No 85 D, JJ Mall, Ayub Khan - Choupla Road, Civil Lines, Bareilly, Uttar Pradesh 243001","28.3544111,79.416885",0721 7887 983 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Bareilly," Deen Dayal Puram, Opposite LIC Office, Deen Dayal Puram, Bareilly, Uttar Pradesh 243005","28.3811019,79.4291135",0931 1713 431 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Bareilly," Pilibhit Bypass Road, Near Sattelite Bus Sand, Civil Lines, Bareilly, Uttar Pradesh 243001","28.3547339,79.4466686",0962 5215 623 ,08:00 AM to 09:00 PM
 Vishal Mega Mart ,Patiala," Circular Road, Opposite Juneja Petrol Pump, Nabha, Patiala, Punjab 147201","30.3699816,76.1441495",0700 6333 428 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Sangrur," Dhuri Bypass, Opposite Naina Devi Madir, Dhuri, Sangrur, Punjab 148024","30.2490329,75.837652",0721 7888 397 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Patiala," Apple Height, VIP Road, Zirakpur, Patiala, Punjab 140603","30.637371,76.813881",0828 7947 036 ,10:00 AM to 09:00 PM
 Vishal Mega Mart ,Jaipur," Block-1, Sector-5, Main Sikar Road, Vidhyadhar Nagar, Jaipur, Rajasthan 302013","26.9697067,75.7732298",0721 7888 151 ,08:00 AM to 07:30 PM
